cod_autor,nome,nacionalidade
3503,Diego Andrade,Cuba
3504,Juan Azevedo,Ilhas Caiman
3505,Dr. Otávio Fernandes,Guatemala
3506,Marcela Cunha,Egito
3507,Anna Liz Fogaça,Sérvia
3508,Sr. Francisco Sá,Benim
3509,Samuel Farias,Egito
3510,Natália Barbosa,Gibraltar
3511,Olívia Lopes,Comores
3512,Ryan Rezende,Mônaco
3513,Dra. Ana Clara Mendes,Estônia
3514,Luna Silveira,Santa Helena
3515,Igor Cirino,México
3516,Léo Caldeira,República Centro-Africana
3517,Srta. Valentina Sales,Fiji
3518,Srta. Melissa Azevedo,Honduras
3519,Sra. Marcela Moura,Ilhas Turcas e Caicos
3520,Isaac Abreu,Tokelau
3521,Caio Caldeira,Benim
3522,Valentina das Neves,Iran
3523,Davi Lucas Fernandes,Samoa Americana
3524,Calebe Leão,Noruega
3525,Daniel Nogueira,Suíça
3526,Pedro Carvalho,Polinésia Francesa
3527,Sarah Sousa,Quiribáti
3528,Srta. Maria Alice Souza,Ashmore and Cartier Islands
3529,Ana Lívia Novaes,Ilhas Marshall
3530,Francisco da Costa,Croácia
3531,Maria Luiza Cardoso,Singapura
3532,Maria Sophia Camargo,Paraguai
3533,Alícia Cavalcante,Territórios Austrais Franceses
3534,Sra. Maysa Cavalcante,Santa Helena
3535,Joaquim Peixoto,Coreia do Norte
3536,Davi Lucca Novaes,Guiné Equatorial
3537,Brenda Mendonça,Ilhas Salomão
3538,Raquel Viana,Austrália
3539,José Miguel Duarte,Ilhas Cook
3540,Raul Souza,Geórgia
3541,Ana Liz Sales,Etiópia
3542,Luiz Fernando Sá,Congo-Brazzaville
3543,Maria Azevedo,Ucrânia
3544,Clara Cavalcanti,São Tomé e Príncipe
3545,Nicole Farias,Turquia
3546,Dra. Ana Clara Gonçalves,Quênia
3547,Sr. Nicolas Barbosa,Albânia
3548,Thiago Andrade,Nigéria
3549,Stephany Montenegro,Chade
3550,Cecília Moreira,Malta
3551,Clarice Campos,Países Baixos
3552,Diogo Sampaio,São Pedro e Miquelon
3553,Yasmin Cunha,Burundi
3554,Milena da Paz,Andorra
3555,Rebeca Araújo,Albânia
3556,Ana Liz Souza,França
3557,Eloá Albuquerque,Burundi
3558,João Lucas Pimenta,Bangladesh
3559,Clarice Fogaça,Quiribáti
3560,Calebe Azevedo,Luxemburgo
3561,Yan Cunha,Mayotte
3562,Vicente Almeida,Canadá
3563,João Felipe da Conceição,Ilha Norfolk
3564,Gabriela Casa Grande,Turquemenistão
3565,Mathias Porto,Antártica
3566,Eduarda Peixoto,Jersey
3567,Rael Carvalho,Benim
3568,Heloísa Nogueira,Angola
3569,Otto da Costa,Macau
3570,Ana Carolina Santos,Uganda
3571,Gustavo Correia,Ilhas Virgens Americanas
3572,Maria Liz Garcia,Paraguai
3573,Arthur Miguel Costela,Tonga
3574,Sra. Clara Dias,Montenegro
3575,João Pedro Cassiano,Chipre
3576,Vitor Gabriel Câmara,Ilhas Caiman
3577,Ana Luiza Marques,Guiana
3578,Ravi Lucca Brito,Clipperton Island
3579,Maria Helena Fonseca,Finlândia
3580,Ana Beatriz Borges,Bahamas
3581,Marcela da Cunha,Ilhas Cook
3582,Theodoro Lopes,França
3583,Srta. Sara Cassiano,Portugal
3584,Cauã Souza,Gâmbia
3585,Eduardo Silveira,Itália
3586,Bernardo Aragão,Santa Lúcia
3587,Antony Teixeira,Croácia
3588,Luiz Gustavo Rios,Liechtenstein
3589,Samuel Dias,Salvador
3590,Dr. Bryan da Cunha,Papua-Nova Guiné
3591,Alice Souza,Bermudas
3592,Luiz Otávio Fernandes,Costa do Marfim
3593,Lavínia da Costa,Guiana
3594,Lunna Lopes,Macau
3595,Kamilly Jesus,Roménia
3596,Benjamin Cunha,Faroé
3597,Thomas das Neves,Nova Zelândia
3598,Vinicius Rios,Portugal
3599,Ana Jesus,Ilha Bouvet
3600,Enzo Fernandes,Emirados Árabes Unidos
3601,Dr. Danilo da Mata,Congo-Kinshasa
3602,Aurora Brito,Dinamarca
3603,Daniela da Cruz,Guiné Equatorial
3604,Benício Siqueira,Ilha Bouvet
3605,Nina das Neves,Letônia
3606,Alana da Mota,Guatemala
3607,Vicente Melo,Tajiquistão
3608,Ravy Mendes,Aruba
3609,Luiz Gustavo Novaes,Estônia
3610,Dra. Ana da Rosa,Moçambique
3611,Sr. Vitor Sá,Paquistão
3612,Arthur Gabriel Silva,Maurícia
3613,Carlos Eduardo Castro,Nova Zelândia
3614,Rafaela Fogaça,São Tomé e Príncipe
3615,Sra. Natália Montenegro,Níger
3616,Dra. Ana Clara Pires,Lituânia
3617,Anna Liz Brito,Ashmore and Cartier Islands
3618,Noah Sampaio,Bósnia e Herzegovina
3619,Liam Vieira,Catar
3620,Danilo da Mata,Chile
3621,Otávio Sá,Venezuela
3622,Henrique Moura,Barein
3623,Sr. João Vitor Martins,Catar
3624,Pedro Miguel Macedo,Uruguai
3625,Dr. Vinícius Monteiro,México
3626,Leandro Moura,Guernsey
3627,Rhavi Pereira,Lesoto
3628,Srta. Maria Flor Campos,Bolívia
3629,Ana Beatriz Fonseca,Barein
3630,Sr. Mathias Leão,Malta
3631,Dr. Pedro Miguel Alves,São Tomé e Príncipe
3632,João Lucas Barros,Dinamarca
3633,Luiz Henrique Lopes,Equador
3634,Melissa da Mota,República Checa
3635,Emanuel Costela,Granada
3636,Arthur Gabriel Andrade,Gana
3637,Leandro Melo,Indonésia
3638,Nina Novaes,Niue
3639,Dr. Marcos Vinicius Caldeira,Clipperton Island
3640,Rael Araújo,Lituânia
3641,Dr. Samuel Gomes,Dhekelia
3642,Sarah Leão,Turquemenistão
3643,Anthony Rios,Dinamarca
3644,Brayan Sampaio,Somália
3645,Matteo Caldeira,Polônia
3646,Vitor da Rosa,Laos
3647,Clarice Lopes,Mauritânia
3648,Maria Sá,Ilhas Marshall
3649,Ryan Ramos,Gabão
3650,Luiz Henrique da Paz,Jordânia
3651,Dr. João Moura,Croácia
3652,Maysa Pires,Moçambique
3653,Luísa Freitas,Cuba
3654,Maria Júlia Brito,Pitcairn
3655,Olívia Teixeira,Filipinas
3656,Ravi Lucca Jesus,Albânia
3657,Eloah Monteiro,Chade
3658,Gustavo da Cruz,Ashmore and Cartier Islands
3659,Renan Aragão,Samoa
3660,Juliana Costa,Andorra
3661,Matteo Montenegro,Bielorrússia
3662,João Guilherme Fonseca,São Marinho
3663,Pietro Sá,Japão
3664,Igor Oliveira,Nicarágua
3665,João Gabriel Rocha,Turquemenistão
3666,Stella Pinto,Territórios Austrais Franceses
3667,Srta. Maria Sophia Novaes,China
3668,Maria Isis Macedo,Suriname
3669,Raul Marques,Guatemala
3670,Dr. Guilherme Costela,Granada
3671,Raul Pastor,Laos
3672,Mateus Campos,Domínica
3673,Isabella Costela,Seicheles
3674,Alexia Moura,Portugal
3675,Larissa Duarte,Paraguai
3676,Melina Montenegro,Paraguai
3677,João Guilherme Novais,Paraguai
3678,Sr. João Vitor Montenegro,Maldivas
3679,Luigi Moraes,Tanzânia
3680,Valentim da Rosa,Dinamarca
3681,Ana Lívia Farias,Vanuatu
3682,Srta. Rafaela Borges,Arábia Saudita
3683,Cecília Rodrigues,Estados Unidos
3684,Lavínia Guerra,Turquemenistão
3685,Sr. Otávio Campos,Grécia
3686,Asafe Gomes,Granada
3687,Dr. Léo Moreira,Belize
3688,Brayan Pacheco,Eritreia
3689,Gabriela Brito,Equador
3690,Sra. Anna Liz da Cunha,Roménia
3691,Dr. Bruno Correia,Ilha Bouvet
3692,João Guilherme Duarte,Finlândia
3693,Alexia Macedo,Argentina
3694,Manuela da Cruz,Aruba
3695,Nathan Gonçalves,Costa Rica
3696,Gael da Costa,Congo-Brazzaville
3697,Letícia Costa,Território Britânico do Oceano Índico
3698,Erick Teixeira,Turquemenistão
3699,Léo Costa,Seicheles
3700,Liam Pereira,Salvador
3701,Sabrina Machado,Gâmbia
3702,Matheus Farias,Antígua e Barbuda
3703,Theodoro Monteiro,Comores
3704,Dr. Rafael Porto,Gabão
3705,Davi Lucca Sales,Wallis e Futuna
3706,Luiz Gustavo Ribeiro,São Marinho
3707,Sra. Ana Souza,Ilha Bouvet
3708,Gael Oliveira,Antígua e Barbuda
3709,Srta. Alice Montenegro,Camarões
3710,Jade Costa,Congo-Kinshasa
3711,Bernardo Barbosa,Brunei
3712,Evelyn da Paz,Países Baixos
3713,Benjamin Albuquerque,Jersey
3714,Rael Pacheco,Serra Leoa
3715,Ísis Nogueira,Canadá
3716,Maria Laura Caldeira,Salvador
3717,Kevin Sá,São Vicente e Granadinas
3718,Dr. Henry Cassiano,Áustria
3719,Samuel da Rocha,Zâmbia
3720,Amanda Duarte,São Marinho
3721,Bento Nunes,Costa do Marfim
3722,Milena Camargo,Arábia Saudita
3723,Dr. João Pedro Correia,Lesoto
3724,Sra. Sophie Nogueira,Papua-Nova Guiné
3725,Thomas Moraes,Eritreia
3726,Heloísa Pinto,Sérvia
3727,Sr. Arthur Miguel Marques,Nepal
3728,Gabrielly Pacheco,Dinamarca
3729,Thomas das Neves,Lesoto
3730,Vitor Pires,Groenlândia
3731,Luiz Miguel Peixoto,Nicarágua
3732,Sara da Luz,Congo-Kinshasa
3733,Mateus Caldeira,Santa Lúcia
3734,Sra. Valentina Martins,Usbequistão
3735,Yuri Vargas,Ilhas Cook
3736,Sofia Rios,Macau
3737,Sr. Pedro Henrique Sousa,Laos
3738,Erick Sousa,Granada
3739,Luiz Otávio Pires,Birmânia
3740,Otto Pastor,Cabo Verde
3741,Kaique Araújo,Guiné
3742,Ana Julia Pires,Bermudas
3743,Maitê Moura,Mongólia
3744,Luna Rocha,Ilhas Turcas e Caicos
3745,Pedro Lucas Vargas,Ilhas Virgens Britânicas
3746,Ana Sophia Vieira,Madagascar
3747,Dr. Leandro Garcia,Israel
3748,Aylla Rezende,Polônia
3749,Laís Moreira,Trindade e Tobago
3750,Raul Nascimento,Territórios Austrais Franceses
3751,João Lucas Campos,Turquia
3752,Lorenzo da Rosa,Croácia
3753,Dr. Luiz Gustavo Nascimento,Ilhas Virgens Americanas
3754,Enzo Gabriel Rodrigues,Uruguai
3755,Alícia Camargo,Suriname
3756,Dra. Maria Fernanda Dias,Congo-Kinshasa
3757,Anthony Siqueira,Santa Lúcia
3758,Sr. Yan Andrade,República Centro-Africana
3759,Ravy Rocha,Emirados Árabes Unidos
3760,Nicolas Teixeira,Clipperton Island
3761,Oliver Moraes,São Cristóvão e Neves
3762,Daniela Alves,Países Baixos
3763,Dra. Daniela Farias,Nauru
3764,Eloah Aparecida,Antártica
3765,Nicolas Sampaio,Nigéria
3766,Bianca da Paz,Lituânia
3767,Heitor Monteiro,Akrotiri
3768,Ana Viana,Senegal
3769,Anthony Gabriel Pacheco,Argélia
3770,Maria Luiza da Cruz,Laos
3771,Danilo Fonseca,Serra Leoa
3772,Ana Júlia Alves,Birmânia
3773,Sra. Maria Liz Abreu,Costa do Marfim
3774,Nina Melo,Comores
3775,Valentina Novais,Macedônia do Norte
3776,Rafaela da Cunha,Ilha Wake
3777,Cecília da Mota,Azerbaijão
3778,Sr. Yago Cunha,Mauritânia
3779,Ana Cecília Campos,Moldávia
3780,Nicolas da Cunha,Quiribáti
3781,Ana Carolina da Mota,Quirguizistão
3782,Enzo Gabriel Vargas,Uganda
3783,Thomas Costa,Libéria
3784,Vitor da Paz,Jamaica
3785,Josué Azevedo,Paraguai
3786,Dra. Hadassa Vasconcelos,Equador
3787,Mathias Farias,Vaticano
3788,Srta. Eloah Silveira,Zimbábue
3789,Camila Barbosa,China
3790,Dra. Aylla Duarte,Burquina Faso
3791,Anna Liz Cirino,Moçambique
3792,Dra. Maria Júlia Gonçalves,Hong Kong
3793,Dr. Fernando Cunha,Barbados
3794,Sr. Diego da Mota,Iran
3795,Sr. Luan Novaes,Turquemenistão
3796,Luana Pinto,Mônaco
3797,Léo Casa Grande,Paraguai
3798,Isadora Carvalho,Mayotte
3799,Rael Porto,Clipperton Island
3800,Marcela Oliveira,Birmânia
3801,Maria Novaes,África do Sul
3802,Ana Carolina Aparecida,Navassa Island
3803,Bárbara Sales,Eslováquia
3804,Agatha Oliveira,Cuba
3805,Stephany Farias,Venezuela
3806,Dr. Kaique Fogaça,Territórios Austrais Franceses
3807,Arthur Gabriel Martins,Macau
3808,Luiz Gustavo Brito,Madagascar
3809,Ana Andrade,Serra Leoa
3810,Dra. Carolina Araújo,Eslováquia
3811,Ravi Lucca Marques,Afeganistão
3812,Nathan Viana,Finlândia
3813,Maria Eduarda Peixoto,Estados Unidos
3814,Matheus Ferreira,Moçambique
3815,Eloah Leão,Afeganistão
3816,Luigi Mendes,Macau
3817,Melina Cavalcante,Ilhas Salomão
3818,Hellena Aparecida,Nigéria
3819,Davi Lucas Cavalcante,Comores
3820,Dr. Nathan Correia,Catar
3821,Arthur Monteiro,Ilhas Salomão
3822,Henrique Castro,Finlândia
3823,Mariana da Costa,Guiné
3824,Liam da Rocha,Liechtenstein
3825,Maria Júlia Silva,Gâmbia
3826,Diego Pinto,São Marinho
3827,Bella Abreu,Chade
3828,Anthony Gabriel Vieira,Moçambique
3829,Sr. Carlos Eduardo Martins,Sri Lanka
3830,Vicente Barbosa,Cuba
3831,Bruna Sá,Ilhas Falkland
3832,Dante Novais,Estados Unidos
3833,Maria Fernanda Rezende,Vietnam
3834,Eloah Silva,Roménia
3835,Aurora Lima,São Tomé e Príncipe
3836,Caleb da Conceição,Taiwan
3837,Diego Vargas,Suíça
3838,Pedro Miguel da Rocha,Suazilândia
3839,Yan Montenegro,Tajiquistão
3840,Dr. Thiago Ferreira,Costa Rica
3841,Milena Correia,Dinamarca
3842,Luísa Souza,Guiné Equatorial
3843,Nathan Marques,Suazilândia
3844,Fernanda Souza,Bermudas
3845,Gabrielly Montenegro,Índia
3846,Antony Teixeira,Ilhas dos Cocos
3847,Dra. Maria Júlia Sá,Estônia
3848,Sra. Natália Borges,Bolívia
3849,Henrique Gomes,Bahamas
3850,Srta. Clarice Silveira,Antígua e Barbuda
3851,Dante da Paz,Niue
3852,Vitor Souza,Tokelau
3853,Luigi Oliveira,Nigéria
3854,Ana Cecília Fernandes,Ilhas Caiman
3855,Stella da Mata,Dhekelia
3856,Isabella Ribeiro,Roménia
3857,Dr. Joaquim da Luz,Quênia
3858,Apollo Almeida,Kuwait
3859,Sara Cavalcanti,Togo
3860,Dr. Ravi Teixeira,Roménia
3861,Vitor Pires,Grécia
3862,Stella Santos,Sara Ocidental
3863,Joaquim Campos,Nova Caledónia
3864,Ana Laura Macedo,Santa Lúcia
3865,Srta. Ana Clara Câmara,Roménia
3866,Maria Fernanda da Costa,Gâmbia
3867,Luiz Felipe Melo,Trindade e Tobago
3868,Luiz Felipe Carvalho,Níger
3869,Emilly Nascimento,Estados Unidos
3870,Dr. Pedro Miguel Vargas,São Pedro e Miquelon
3871,Eduardo da Rocha,Antártica
3872,Eloah Albuquerque,Guam
3873,Júlia Macedo,Chade
3874,Oliver da Cruz,Samoa Americana
3875,Emanuel Rezende,Ilhas Falkland
3876,Cecilia Aragão,Granada
3877,Diego Ribeiro,Ilha de Man
3878,Sr. André Azevedo,Argentina
3879,Gabriel da Costa,Fiji
3880,Leandro Costa,Camarões
3881,Enzo Gabriel Macedo,Singapura
3882,Yasmin Araújo,Colômbia
3883,Enzo Vargas,Gana
3884,Dr. Henry Montenegro,Laos
3885,Maria Clara Leão,Ilhas Marshall
3886,Ana Vitória Guerra,Líbano
3887,Davi Miguel da Luz,Território Britânico do Oceano Índico
3888,Dr. Rael Sousa,Rússia
3889,Dr. Felipe Ramos,São Tomé e Príncipe
3890,Zoe Peixoto,Nepal
3891,Augusto Peixoto,Ruanda
3892,Thiago Porto,Nicarágua
3893,Thales Vasconcelos,Quênia
3894,Leonardo Viana,Domínica
3895,Sr. Gustavo Henrique Abreu,Angola
3896,Carlos Eduardo Gomes,Cuba
3897,Paulo Casa Grande,Sérvia
3898,Dr. Bento Sá,Portugal
3899,Julia Araújo,Macedônia do Norte
3900,Pedro Lucas Oliveira,Wallis e Futuna
3901,Thiago Dias,Ilha de Man
3902,Otávio Rocha,São Cristóvão e Neves
3903,Erick Camargo,Monserrate
3904,Luiz Miguel da Paz,Costa do Marfim
3905,Sr. Pedro Melo,Serra Leoa
3906,Eloá Campos,Suécia
3907,Emanuella Vargas,Macau
3908,João Felipe Campos,Islândia
3909,Bianca Novais,Madagascar
3910,Isaac Nogueira,Timor Leste
3911,Ana Lívia Cassiano,Niue
3912,Maria Alice Nogueira,Domínica
3913,Ana Luiza Rezende,Palau
3914,Otávio Farias,Ilhas Virgens Britânicas
3915,Helena Dias,Ilhas Salomão
3916,Cauê Freitas,Ilhas Virgens Britânicas
3917,Luiz Gustavo Peixoto,Aruba
3918,Ágatha Câmara,Lesoto
3919,Sra. Gabrielly Cirino,Albânia
3920,Brenda Albuquerque,República Checa
3921,Ravi Lucca Mendonça,Paraguai
3922,Dra. Valentina Mendes,Nova Zelândia
3923,Valentim Macedo,Ilhas Cook
3924,João Miguel Carvalho,Índia
3925,Vitor Mendonça,Samoa
3926,Mariana Farias,Brunei
3927,Oliver Siqueira,Lituânia
3928,Ana Laura Almeida,Jamaica
3929,Daniela Oliveira,Bermudas
3930,Emanuel Azevedo,Papua-Nova Guiné
3931,Manuella Barros,Laos
3932,Sra. Maria Sophia Santos,Comores
3933,Sr. Marcos Vinicius Aragão,Estônia
3934,Sra. Emilly da Paz,Haiti
3935,Felipe Rezende,Ilhas Virgens Britânicas
3936,Maria Júlia Aparecida,Cuba
3937,Levi da Mata,Singapura
3938,Vitor Gabriel Almeida,Áustria
3939,Sr. Davi Lucca Sá,Vaticano
3940,Helena das Neves,Montenegro
3941,Isabela Rezende,Gana
3942,Vicente das Neves,Mongólia
3943,Dr. Igor Alves,Chile
3944,Ian Sousa,México
3945,Bernardo Lima,Micronésia
3946,Cauã Aparecida,Bósnia e Herzegovina
3947,Mateus Peixoto,Santa Helena
3948,Otto da Paz,República Centro-Africana
3949,Laís Costela,Costa do Marfim
3950,Yan da Costa,Santa Helena
3951,Alana Garcia,Comores
3952,Giovanna Cassiano,Jibuti
3953,João Vitor Gonçalves,Nova Caledónia
3954,Brenda Mendonça,Egito
3955,Kamilly Marques,Nauru
3956,Maria Fernanda Alves,Vanuatu
3957,Maria Clara Macedo,Líbia
3958,João Guilherme Gonçalves,Suriname
3959,Paulo Novaes,Omã
3960,Rodrigo Silveira,Vaticano
3961,Arthur Barbosa,Brunei
3962,Yago Fogaça,Ilha do Natal
3963,Srta. Valentina Ramos,Dinamarca
3964,Brenda Machado,Andorra
3965,Daniel Cassiano,Birmânia
3966,Isadora Câmara,Comores
3967,Asafe Cavalcanti,Bangladesh
3968,Rafaela Albuquerque,Hong Kong
3969,Juliana Vasconcelos,Ruanda
3970,Maria Vitória Rocha,Pitcairn
3971,Mathias Pires,Bielorrússia
3972,Srta. Cecília Gomes,Clipperton Island
3973,Laura Pimenta,Bolívia
3974,Fernando Ramos,Sudão
3975,Felipe Gomes,Iêmen
3976,Isis Ferreira,Wallis e Futuna
3977,Ágatha Sá,Croácia
3978,Evelyn Nunes,República Checa
3979,Raquel da Rosa,Zimbábue
3980,Benjamim Caldeira,Geórgia
3981,Nicolas Fonseca,Eslováquia
3982,Dra. Eloá Martins,Barein
3983,Otávio Abreu,Bangladesh
3984,Luigi Peixoto,Ilhas Cook
3985,Caleb Machado,São Tomé e Príncipe
3986,Arthur Gabriel Cavalcanti,Índia
3987,Esther Almeida,Território Britânico do Oceano Índico
3988,Sra. Luísa Fernandes,Congo-Kinshasa
3989,Hadassa Duarte,Butão
3990,Benjamin da Cunha,Serra Leoa
3991,Esther Costela,Vaticano
3992,Davi Luiz Fonseca,Polinésia Francesa
3993,Sr. Henry Sá,Países Baixos
3994,Benício da Cunha,Alemanha
3995,Dra. Bruna Brito,Nova Zelândia
3996,Sra. Maria Fernanda Marques,Cabo Verde
3997,Ana Vitória Lopes,Suriname
3998,Lorenzo Silva,Domínica
3999,Isabelly Melo,Emirados Árabes Unidos
4000,Ana Sophia Cardoso,Bermudas
4001,Davi Melo,Dhekelia
4002,Alícia Mendes,Croácia
4003,Maria Flor Cirino,Jibuti
4004,Elisa Sales,Grécia
4005,João Fonseca,Eritreia
4006,Bryan Jesus,Nigéria
4007,Ana Vitória Castro,Macedônia do Norte
4008,Matheus Duarte,Bielorrússia
4009,Maria Flor Cirino,Moçambique
4010,Luiz Miguel Pinto,Trindade e Tobago
4011,Matteo Lima,Senegal
4012,Bento Melo,Indonésia
4013,André Nunes,Aruba
4014,Eduarda Aragão,Bolívia
4015,Marcos Vinicius Vieira,Suécia
4016,Gabriela Nogueira,Libéria
4017,Ágatha Barros,Emirados Árabes Unidos
4018,Maria Vitória Macedo,Birmânia
4019,Dr. Otto Gonçalves,Roménia
4020,Maitê Lima,Macau
4021,Thiago Siqueira,Bermudas
4022,Benício Monteiro,Índia
4023,José Fernandes,Nauru
4024,Maria da Cunha,Salvador
4025,Aylla Mendes,São Marinho
4026,Asafe Moraes,Níger
4027,Daniel Rezende,Catar
4028,Esther Ferreira,Tokelau
4029,Ravi Lucca Silveira,Clipperton Island
4030,Carlos Eduardo Albuquerque,Costa Rica
4031,Luísa Melo,Jordânia
4032,Theodoro Rodrigues,Cuba
4033,Dr. Vitor Vieira,Ruanda
4034,Manuella Sá,Ilhas Turcas e Caicos
4035,Dr. Noah da Rosa,Iêmen
4036,Benicio Almeida,Namíbia
4037,Otávio Ferreira,Eritreia
4038,Allana Cavalcanti,Coreia do Norte
4039,Benício da Cruz,Ilha Norfolk
4040,Antonella Rodrigues,Congo-Kinshasa
4041,Isabelly Silveira,Quiribáti
4042,Caroline Pinto,República Centro-Africana
4043,Sra. Luísa Brito,Guiné-Bissau
4044,Sr. Rael Camargo,Porto Rico
4045,Ana Julia Oliveira,Malávi
4046,Josué Lopes,Navassa Island
4047,Alexandre Jesus,Moçambique
4048,Cauã Pires,Israel
4049,Bruno Castro,Usbequistão
4050,Sofia Câmara,Salvador
4051,Beatriz Machado,Tailândia
4052,Srta. Helena Fonseca,Faroé
4053,Luiz Miguel Silveira,Islândia
4054,Kamilly Vasconcelos,Faroé
4055,Sr. Anthony Souza,Coral Sea Islands
4056,Marcelo Rocha,Maldivas
4057,Luigi Peixoto,Malta
4058,Carlos Eduardo da Cunha,Samoa Americana
4059,Josué Araújo,Dinamarca
4060,Sophie da Rosa,África do Sul
4061,Sr. João Novaes,Dhekelia
4062,Maria Flor Barbosa,Bielorrússia
4063,Carolina Cirino,Sri Lanka
4064,Heitor Macedo,Bahamas
4065,Vinicius da Mota,Sri Lanka
4066,Thiago Campos,Coreia do Sul
4067,Ana Vitória Cassiano,Moldávia
4068,Luiz Felipe Melo,Jan Mayen
4069,Dra. Caroline Câmara,Cazaquistão
4070,Alana Pires,Marrocos
4071,Théo Pereira,Espanha
4072,Vitória Carvalho,Espanha
4073,Amanda Macedo,Angola
4074,João Miguel Silva,União Europeia
4075,Joana Costela,Jordânia
4076,Olivia da Rocha,Dinamarca
4077,Ana Vitória Almeida,Salvador
4078,Enrico da Rocha,Dinamarca
4079,Dr. Rafael da Mata,Níger
4080,Benjamim Peixoto,Ilhas Marshall
4081,Alícia Fogaça,Samoa Americana
4082,Pedro Lucas Abreu,Iran
4083,Sra. Sabrina Nogueira,Suíça
4084,Sr. Léo Vieira,Birmânia
4085,Isabella Dias,Argélia
4086,Miguel Gonçalves,Papua-Nova Guiné
4087,Maria Luiza Costela,Butão
4088,Laís Souza,Laos
4089,Sara da Rocha,Etiópia
4090,Ravi Pastor,Luxemburgo
4091,Isabel Câmara,Lesoto
4092,Ana Luiza Silva,Albânia
4093,José Pedro Macedo,Argélia
4094,Mirella Fogaça,Birmânia
4095,Dr. Fernando Lima,Alemanha
4096,João Guilherme Camargo,África do Sul
4097,Sr. Theodoro Cavalcante,Bélgica
4098,José Miguel Fogaça,Portugal
4099,João Pedro Casa Grande,Lesoto
4100,Marcela Montenegro,Malávi
4101,Jade Pires,Gana
4102,Ayla Ferreira,Polinésia Francesa
4103,Sr. Asafe Azevedo,Navassa Island
4104,Bernardo Vasconcelos,Sudão
4105,Ravi Duarte,Sérvia
4106,Zoe Porto,Salvador
4107,Luiz Fernando Barbosa,Filipinas
4108,Srta. Emilly Sá,Noruega
4109,Ísis Câmara,Polinésia Francesa
4110,Sr. Antony Novaes,Israel
4111,Alice da Rosa,São Tomé e Príncipe
4112,Emanuella Moreira,Turquia
4113,Josué Campos,Porto Rico
4114,Sara Novaes,Jamaica
4115,Luana Aragão,Quirguizistão
4116,Daniel da Rosa,Equador
4117,Henry Novaes,Azerbaijão
4118,Sr. Luiz Gustavo Cassiano,Rússia
4119,Mariana Ferreira,Eritreia
4120,Sra. Gabrielly Moreira,Iraque
4121,Dra. Evelyn Marques,Indonésia
4122,Isadora Macedo,Coreia do Norte
4123,Nicolas Vieira,Cabo Verde
4124,Maria Laura Fogaça,Zimbábue
4125,Mariah Sá,Liechtenstein
4126,Vinícius Araújo,Costa do Marfim
4127,Theodoro Silva,Belize
4128,Allana Leão,Madagascar
4129,Natália Rocha,Samoa Americana
4130,Davi Luiz Cavalcante,Papua-Nova Guiné
4131,Davi Miguel Pires,Honduras
4132,Srta. Ana Carolina Moura,Itália
4133,Luara Peixoto,Bulgária
4134,Erick Rocha,Maurícia
4135,Srta. Maria Julia Mendonça,Bulgária
4136,Dra. Lívia Gomes,Vietnam
4137,Isabela da Rocha,Burundi
4138,Emanuel Brito,Dinamarca
4139,Ryan Melo,Tunísia
4140,Yasmin Moreira,Togo
4141,Anna Liz Marques,Líbano
4142,Alícia Correia,Nigéria
4143,Yasmin Pastor,Fiji
4144,Mariane Farias,Libéria
4145,Sophie Santos,Lesoto
4146,Maria Alice Melo,Argélia
4147,Lívia Sampaio,Camboja
4148,Luiz Gustavo Rios,Noruega
4149,Theo Gomes,Noruega
4150,Anna Liz Carvalho,Sara Ocidental
4151,Caio Monteiro,Benim
4152,Luísa da Costa,Maldivas
4153,Breno Mendonça,Mayotte
4154,Felipe Santos,Geórgia
4155,Murilo Borges,Bahamas
4156,Davi Luiz Albuquerque,Estônia
4157,Sr. Henry Fernandes,Hong Kong
4158,Sra. Manuella Casa Grande,Antígua e Barbuda
4159,Caleb Sampaio,Eritreia
4160,Maria Luísa Monteiro,Libéria
4161,Giovanna Pastor,São Marinho
4162,Lorena Jesus,Turquemenistão
4163,Srta. Maria Cecília Peixoto,Vietnam
4164,Breno Duarte,Síria
4165,João Gabriel das Neves,Santa Lúcia
4166,Maria Flor Santos,Guiné Equatorial
4167,Larissa das Neves,Dhekelia
4168,Sophia Garcia,Wallis e Futuna
4169,Clara Novaes,Vietnam
4170,Vinicius Araújo,Omã
4171,Bryan Aragão,Países Baixos
4172,José Miguel Pinto,Madagascar
4173,Olivia Ferreira,Tunísia
4174,João Vitor Monteiro,Congo-Brazzaville
4175,Maria Fernanda Macedo,Bermudas
4176,Raquel Albuquerque,Arábia Saudita
4177,Sr. Henry Gabriel Barbosa,Tanzânia
4178,Ana Julia Gomes,Tuvalu
4179,Sra. Mirella Pastor,Alemanha
4180,Eduardo Viana,Turquemenistão
4181,Marcelo Fernandes,Ilha de Man
4182,Rafaela Aragão,Ilhas Marshall
4183,Davi Lucas Sousa,África do Sul
4184,Milena Siqueira,Quiribáti
4185,Ryan Cassiano,Polinésia Francesa
4186,Isadora Ramos,Anguila
4187,Bella Ferreira,Honduras
4188,Mariah Garcia,Canadá
4189,Carlos Eduardo Pires,Armênia
4190,Maria Eduarda Pacheco,Honduras
4191,Luiz Henrique Santos,Bermudas
4192,Sara Melo,Emirados Árabes Unidos
4193,Noah Ferreira,Macau
4194,Alice Câmara,Dhekelia
